GENERIC_NAME,M.W.,ALOGPS_LOGP,#DONOR,#ACCEPTOR,#RINGS,#ROTATABLE_BOND,,POLAR_SURFACE_AREA,REFRACTIVITY,LOGS,POLARIZABILITY,PKA
Cetalkonium,360.649,4.67,0,0,1,17,,0,129.6,-8.07,49.6145,
Iloprost,360.494,4.22,3,4,2,9,,77.76,105.182,-4.62,42.682,18.1534
Butylscopolamine,360.473,0.79,1,3,4,8,,59.06,109.509,-5.29,39.8246,
Prednisolone,360.444,1.66,3,5,4,2,,94.83,98.4933,-3.18,38.7825,13.8643
Nitrendipine,360.361,3.21,1,5,2,7,,110.45,96.9133,-4.41,36.2456,
Methyclothiazide,360.237,0.93,2,5,2,2,,109.57,77.2777,-2.64,31.6538,10.5396
Captodiame,359.592,5.66,0,1,2,10,,3.24,112.79,-6.78,44.4146,
Rabeprazole,359.443,2.04,1,5,3,8,,77.1,98.0668,-3.03,39.6369,17.3294
Florbetapir (18F),359.432,3.61,1,5,2,12,,52.61,103.014,-4.79,40.4335,
Capecitabine,359.35,1.17,3,6,2,7,,120.69,82.746,-3.16,35.8063,12.5884
Etoricoxib,358.842,3.7,0,4,3,3,,59.92,95.0445,-5.04,36.4169,
Canrenoic acid,358.478,2.73,2,4,4,3,,74.6,100.975,-3.91,40.4356,14.3677
Cilastatin,358.453,-0.29,4,6,1,11,,129.72,92.8507,-3.55,38.2848,4.37667
Florbetaben (18F),358.444,4.2,1,4,2,12,,39.72,104.857,-5.54,41.6518,
Prednisone,358.428,2.07,2,5,4,2,,91.67,97.5681,-3.51,38.1672,13.9045
Bendamustine,358.263,3.07,1,4,2,9,,58.36,92.9154,-3.76,38.1934,
Indomethacin,357.788,4.25,1,4,3,4,,68.53,94.8106,-5.17,36.6407,
Cinolazepam,357.766,2.42,1,4,3,3,,76.69,90.99,-4.48,34.116,
Oxybutynin,357.486,4.36,1,3,2,10,,49.77,105.262,-4.55,41.2534,
Nalbuphine,357.443,2,3,5,6,2,,73.16,96.9999,-2.23,38.5901,13.4946
Rosiglitazone,357.427,2.95,1,5,3,7,,71.53,97.7899,-3.97,37.8026,19.0599
Cinacalcet,357.412,5.57,1,1,3,7,,12.03,100.117,-6.81,37.9015,
Droxicam,357.34,1.75,0,5,4,1,,96.88,88.1909,-4.05,33.9042,
Balsalazide,357.318,3.37,4,8,2,7,,148.65,94.3732,-3.76,35.9849,3.73231
Silver sulfadiazine,357.137,0.19,1,6,2,2,,95.17,63.4009,-1.66,24.0959,
Methylnaltrexone,356.441,0.59,2,4,6,2,,66.76,107.415,-4.73,38.0414,12.4132
Pioglitazone,356.439,3.17,1,4,3,7,,68.29,97.3908,-4.91,37.9102,19.0604
Sulindac,356.411,2.96,1,3,3,4,,54.37,99.5588,-4.15,37.201,19.3711
Pipobroman,356.054,1.09,0,2,1,4,,40.62,69.4528,-2.2,28.4393,
Amodiaquine,355.861,4.83,2,4,3,6,,48.39,103.291,-4.61,38.8941,
Technetium Tc-99m sulfur colloid,355.39,0.82,0,0,1,0,,0,46.0464,-2.63,20.4044,
Alprostadil,354.481,3.04,3,5,1,13,,94.83,98.3185,-3.65,41.8782,14.6805
Seratrodast,354.446,3.35,1,4,2,8,,71.44,102.372,-4.99,39.766,
Yohimbine,354.443,2.36,2,3,5,2,,65.56,99.631,-3.01,40.2205,16.3837
Valganciclovir,354.362,-0.81,4,9,2,9,,167.08,86.5966,-1.87,34.8843,14.598
Luliconazole,354.27,4.27,0,2,3,2,,41.61,101.001,-3.73,33.6514,
Aceclofenac,354.18,4.88,2,4,2,7,,75.63,86.3151,-5.25,32.7591,16.4018
Idoxuridine,354.099,-0.7,3,5,2,2,,99.1,64.4039,-1.18,26.0563,13.9079
Isopropamide,353.521,2.27,1,1,2,8,,43.09,120.743,-6.96,41.2791,
Levomethadyl Acetate,353.498,4.78,0,2,2,9,,29.54,117.858,-5.3,40.5323,
Methadyl Acetate,353.498,4.78,0,2,2,9,,29.54,117.858,-5.3,40.8241,
Methysergide,353.458,2.22,2,3,4,4,,57.5,104.473,-3.2,40.4066,15.9999
Acenocoumarol,353.325,2.53,1,5,3,5,,109.42,94.1848,-4.52,34.3489,19.2843
Griseofulvin,352.766,2.71,0,6,3,3,,71.06,87.8459,-3.84,34.2458,
Halazepam,352.738,3.52,0,2,3,3,,32.67,85.262,-5.32,31.8243,
Anileridine,352.47,4.05,1,3,3,7,,55.56,106.552,-4.46,40.9822,
Encainide,352.47,4.29,1,3,3,6,,41.57,107.766,-4.94,41.0408,
Dinoprostone,352.465,3.31,3,5,1,12,,94.83,99.4351,-3.9,40.9951,14.6789
Epoprostenol,352.465,3.83,3,5,2,10,,86.99,99.0069,-3.41,41.6162,14.7964
Clidinium,352.447,-0.5,1,2,4,5,,46.53,112.135,-6.01,38.7615,
Triflupromazine,352.417,4.95,0,2,3,5,,6.48,94.9252,-5.29,35.2853,
Adinazolam,351.833,2.57,0,4,4,3,,46.31,112.308,-3.72,37.1531,
Tazarotene,351.462,5.15,0,2,3,5,,39.19,97.882,-5.67,40.3108,
Tamibarotene,351.439,4.99,2,3,3,3,,66.4,104.377,-5.79,39.1635,12.4586
Dipivefrin,351.437,3.17,2,4,1,9,,84.86,94.9381,-3.78,38.6466,
Pirenzepine,351.402,1.26,1,5,4,2,,68.78,100.926,-2.71,37.1128,16.0098
Meloxicam,351.401,2.28,2,5,3,2,,99.6,88.6249,-3.36,34.2537,10.6418
Lomefloxacin,351.348,0,2,6,3,3,,72.88,90.112,-3.52,34.7972,
Estrone sulfate,350.429,0.29,1,4,4,2,,80.67,89.0742,-4.77,36.6422,19.9575
Phenoxymethylpenicillin,350.39,1.78,2,5,3,5,,95.94,85.768,-2.89,34.3704,11.7415
Abiraterone,349.509,5.1,1,2,5,1,,33.12,107.302,-5.06,42.044,
Vernakalant,349.471,2.74,1,5,3,7,,51.16,98.2679,-3.35,39.6277,
Panobinostat,349.434,3.28,4,4,3,7,,80.64,106.02,-5.62,40.5358,13.9109
Ampicillin,349.405,0.88,3,5,3,4,,112.73,87.5235,-2.76,34.5412,11.966
Cefradine,349.405,0.7,3,5,3,4,,112.73,91.9956,-2.65,33.1866,11.9946
Perampanel,349.393,3.54,0,3,4,3,,56.99,104.741,-4.8,38.0282,
Voriconazole,349.31,1.65,1,5,3,5,,76.72,95.278,-3.55,30.5443,
Cloxazolam,349.211,3.56,1,3,4,1,,41.57,91.0465,-4.12,33.6199,
Oxyphenonium,348.5,0.2,1,2,2,9,,46.53,112.613,-6.45,40.6471,
Bexarotene,348.478,6.86,1,2,3,3,,37.3,117.124,-6.37,40.8925,
Acrivastine,348.438,4.29,1,4,3,6,,53.43,115.08,-4.54,39.0948,
Roxatidine acetate,348.437,2.27,1,4,2,10,,67.87,96.3186,-3.76,39.2622,
Torasemide,348.42,1.76,3,5,2,4,,100.19,91.8931,-3.77,36.1517,16.7385
Efinaconazole,348.398,1.49,1,4,3,5,,54.18,103.939,-2.76,34.4806,
Enalaprilat,348.394,-0.09,3,6,2,8,,106.94,90.0569,-2.6,35.8231,3.96332
Pamabrom,348.201,0.26,1,3,2,1,,69.3,51.2496,-1.82,20.6534,
Cephalexin,347.389,0.55,3,5,3,4,,112.73,88.9736,-3.07,32.5174,11.9123
Nafamostat,347.378,1.91,5,6,3,5,,138.07,122.117,-4.01,37.496,
Arsthinol,347.285,,3,3,2,3,,69.56,73.3343,,30.9156,14.8286
Adenosine monophosphate,347.221,-3.13,5,10,3,4,,186.07,74.0685,-2.02,29.9986,6.28181
Nifedipine,346.335,2.49,1,5,2,6,,110.45,92.1647,-4.29,33.8456,
Bevantolol,345.433,2.83,2,5,2,10,,59.95,98.5433,-4.4,39.7476,
Omeprazole,345.416,1.66,1,5,3,5,,77.1,93.6623,-2.98,37.4545,18.287
Esomeprazole,345.416,1.66,1,5,3,5,,77.1,93.6623,-2.99,35.8124,18.3148
Clotrimazole,344.837,5.48,0,1,4,4,,17.82,103.765,-5.37,36.2488,
Medrysone,344.488,3.06,1,3,4,1,,54.37,98.8464,-4.01,39.9164,19.7336
Testosterone Propionate,344.488,3.65,0,2,4,3,,43.37,98.2082,-4.84,40.4322,
Oxyphencyclimine,344.448,2.89,1,4,3,6,,62.13,97.131,-3.78,38.3362,
Formoterol,344.405,1.91,4,5,2,8,,90.82,97.8715,-3.92,36.5592,14.2084
Arformoterol,344.405,1.91,4,5,2,8,,90.82,97.8715,-3.92,36.5592,14.2084
Bromopride,344.247,2.48,2,5,1,7,,71.08,86.8575,-3.41,34.0876,19.9916
Clemastine,343.89,5.29,0,2,3,6,,12.47,101.648,-5.93,39.0626,
Ethanolamine Oleate,343.544,,1,2,0,16,,37.3,87.4022,,37.0924,
Cinchocaine,343.463,3.79,1,4,2,10,,54.46,102.121,-3.95,40.78,
Triazolam,343.21,2.94,0,3,4,1,,43.07,103.684,-4.27,34.1878,
Etizolam,342.846,2.98,0,3,4,2,,43.07,104.725,-3.91,35.6389,
Lactulose,342.296,-3.26,8,11,2,5,,189.53,68.7741,0.36,31.4935,12.1436
Sucrose,342.296,-2.63,8,11,2,5,,189.53,68.7741,0.38,31.0337,12.3938
Lactose,342.296,-3.01,8,11,2,4,,189.53,68.3367,0.23,31.32,12.1737
Aluminum sulfate,342.151,,0,4,0,0,,80.26,11.5274,,5.80529,1.89643
Propafenone,341.444,3.1,2,4,2,11,,58.56,100.206,-4.65,39.7488,16.3398
Sulpiride,341.426,1.2,2,5,2,6,,101.73,88.6331,-2.8,36.1768,13.5108
Cyclacillin,341.426,0.56,3,5,3,3,,112.73,84.2196,-2.26,34.8131,12.0772
Naltrexone,341.401,2.07,2,5,6,2,,70,91.5015,-2.05,35.967,13.5807
Medrogestone,340.507,4.35,0,2,4,1,,34.14,102.605,-4.93,40.3657,
Lucanthone,340.482,4.72,1,3,3,6,,32.34,106.011,-5.03,39.6004,
Propiomazine,340.482,4.53,0,3,3,5,,23.55,103.535,-4.69,38.6199,
Methantheline,340.436,0.5,0,1,3,7,,35.53,110.417,-6.45,37.4413,
Mepenzolate,340.436,-1.14,1,2,3,5,,46.53,109.395,-5.78,37.7599,
Pentamidine,340.42,1.32,4,6,2,10,,118.2,120.529,-4.16,38.8534,
Prezatide,340.384,-2.98,6,7,1,11,,176.22,84.9064,-2.04,34.5175,12.2568
Esculin,340.284,-0.53,5,8,3,3,,145.91,77.6548,-1.52,31.3975,12.2002
Hexetidine,339.602,4.98,1,3,1,12,,32.5,107.402,-4.76,44.0683,
Levopropoxyphene,339.479,4.06,0,2,2,9,,29.54,102.881,-4.91,38.9194,
Disopyramide,339.474,3.21,1,3,2,8,,59.22,102.3,-3.84,38.8188,
Dextropropoxyphene,339.471,4.06,0,2,2,9,,29.54,102.881,-4.91,38.8582,
Methylergometrine,339.431,1.74,3,3,4,4,,68.36,99.5759,-3.22,38.7298,15.9489
Alogliptin,339.392,0.66,1,5,3,3,,93.67,104.263,-2.77,35.438,
Papaverine,339.385,4.19,0,5,3,6,,49.81,95.5175,-4.42,36.5716,
Topiramate,339.362,1.29,1,8,3,3,,115.54,72.302,-1.7,32.421,
Cefacetrile,339.324,-0.52,2,6,2,6,,136.8,77.5056,-2.15,31.324,6.22483
Chlorthalidone,338.766,1.27,3,4,3,2,,109.49,81.3005,-3.81,31.2307,9.22393
Lisuride,338.447,2.37,2,2,4,3,,51.37,101.812,-3.38,38.8075,17.0232
Piperonyl butoxide,338.438,3.07,0,5,2,13,,46.15,93.5958,-4.74,40.4321,
Danazol,337.455,3.62,1,2,5,0,,46.26,98.5352,-4.28,38.5552,
Famotidine,337.445,-0.2,4,8,1,6,,175.83,80.462,-3.1,32.0169,
Olopatadine,337.412,3.99,1,4,3,5,,49.77,109.552,-4.03,37.4394,
Tenoxicam,337.37,2.42,2,5,3,2,,99.6,83.9334,-3.12,31.9573,11.7291
Linezolid,337.346,0.61,1,5,3,4,,71.11,84.4748,-2.37,34.0562,
Fentanyl,336.471,4.12,0,2,3,6,,23.55,103.483,-4.15,40.0316,
Fluoxymesterone,336.441,2.5,2,3,4,0,,57.53,90.1885,-3.87,36.6329,14.6191
Acebutolol,336.426,1.43,3,5,1,10,,87.66,94.8692,-3.29,38.5061,14.5611
Dicoumarol,336.295,1.54,2,4,4,2,,93.06,89.1928,-3.71,32.3151,10.354
Hydroxychloroquine,335.872,3.87,2,4,2,9,,48.39,97.9667,-4.11,38.3019,
Almotriptan,335.464,2.04,1,3,3,5,,56.41,94.5219,-3.44,37.0059,
Naratriptan,335.464,2.16,2,3,3,4,,65.2,94.2572,-3.47,38.0024,17.1136
Lormetazepam,335.185,2.92,1,3,3,1,,52.9,85.8151,-4.31,32.2072,
Progabide,334.78,3.22,3,4,2,6,,76.67,98.8872,-4.78,33.5299,8.5003
Domiphen,334.567,3.1,0,1,1,15,,9.23,117.135,-7.89,44.6307,
Benzylpenicillin,334.39,1.92,2,4,3,4,,86.71,84.5278,-3.07,33.5416,12.1194
Mitomycin,334.327,-0.55,3,7,4,4,,146.89,83.2689,-1.52,32.7716,15.6682
Bromodiphenhydramine,334.251,4.16,0,2,2,6,,12.47,87.5498,-4.99,33.4832,
Bromfenac,334.165,3,2,4,2,4,,80.39,80.2643,-4.42,29.931,19.4059
Pentoxyverine,333.472,4.16,0,3,2,11,,38.77,97.1698,-4.16,39.7066,
Pefloxacin,333.357,0.2,1,6,3,3,,64.09,90.7715,-2.43,34.4249,
Bisoxatin,333.343,3.61,3,4,4,2,,78.79,93.9231,-4.22,34.2598,9.74446
Oxymetholone,332.484,3.17,2,3,4,0,,57.53,94.5969,-3.98,38.8412,
Spectinomycin,332.35,-1.4,5,9,3,2,,129.51,75.4362,-0.35,33.3938,13.2837
Zanamivir,332.31,-2.3,7,10,1,6,,200.72,76.19,-1.66,31.2396,12.793
Fluorescein,332.306,2.64,2,3,5,0,,75.99,91.2201,-4.11,33.1367,9.32163
Zotepine,331.86,4.74,0,2,3,4,,12.47,97.6063,-5.63,36.2053,
Nizatidine,331.45,0.7,2,6,1,10,,83.33,95.838,-3.93,35.5429,
Marimastat,331.408,0.41,5,5,0,8,,127.76,84.1971,-1.99,34.9945,12.672
Piroxicam,331.346,2.2,2,5,3,2,,99.6,87.0435,-3.37,32.2713,11.734
Ciprofloxacin,331.342,-0.57,2,6,4,3,,72.88,87.9394,-2.39,33.1182,
Hydroflumethiazide,331.292,0.44,3,5,2,2,,118.36,64.2785,-2.59,25.683,10.2026
Furosemide,330.744,2.71,3,5,2,5,,122.63,77.4742,-3.45,30.555,9.83033
Icosapent ethyl,330.504,6.8,0,1,0,15,,26.3,110.588,-6.53,40.323,
Sodium lauryl sulfoacetate,330.41,4.49,0,4,0,14,,83.5,77.3165,-4.76,34.9462,
Malathion,330.358,2.67,0,2,0,11,,71.06,78.1823,-3.3,31.6567,
Cloperastine,329.864,5.08,0,2,3,6,,12.47,96.8738,-5.63,37.2302,
Trilostane,329.433,2.41,2,4,5,0,,76.78,90.1746,-3.75,36.965,19.3777
Gabapentin Enacarbil,329.393,2.45,2,4,1,9,,101.93,81.6927,-3.01,34.3798,15.0007
Paroxetine,329.365,3.1,1,4,4,4,,39.72,88.0237,-4.59,34.4824,
Nitisinone,329.228,2.06,0,5,2,4,,97.03,72.3478,-4.61,26.7362,
Stanozolol,328.492,4.33,2,2,5,0,,48.91,96.7977,-5.28,39.2194,
Doconexent,328.488,6.83,1,2,0,14,,37.3,111.389,-6.25,38.6263,
Methotrimeprazine,328.472,4.84,0,3,3,5,,15.71,99.8311,-4.8,36.7657,
Nomegestrol,328.452,2.53,1,3,4,1,,54.37,95.0288,-4.43,37.6867,17.6086
Tiapride,328.427,1.55,1,6,1,8,,79.2,88.5379,-3.37,35.6857,19.7265
Peramivir,328.407,-0.14,6,8,1,7,,152.02,94.9821,-3.28,34.9381,7.85519
Labetalol,328.406,1.73,4,4,2,8,,95.58,94.7152,-4.75,36.8346,14.1071
Loxapine,327.808,3.18,0,3,4,0,,28.07,95.1111,-3.5,34.9857,
Norelgestromin,327.468,3.18,2,3,4,1,,52.82,95.8472,-4.73,38.4014,17.9093
Butorphanol,327.461,3.65,2,3,5,2,,43.7,95.921,-3.31,37.9394,13.7292
Naloxone,327.374,1.47,2,5,5,2,,70,88.7222,-1.76,33.8288,13.5856
Tranilast,327.331,2.89,2,5,2,6,,84.86,91.5198,-4.59,34.2044,14.3593
Niclosamide,327.12,4.49,2,4,2,3,,95.15,80.5067,-4.61,28.4721,9.64694
Clozapine,326.823,3.67,1,4,4,0,,30.87,97.3565,-3.25,35.7698,
Didecyldimethylammonium,326.623,4.54,0,0,0,18,,0,118.861,-7.97,47.1547,
Docosanol,326.6,9.31,1,1,0,20,,20.23,104.953,-7.22,47.2712,
Acepromazine,326.456,4.32,0,3,3,5,,23.55,99.3543,-4.52,37.1682,
Aceprometazine,326.456,4.35,0,3,3,4,,23.55,98.9077,-4.43,36.7915,
Ajmaline,326.433,1.72,2,4,6,1,,46.94,92.5658,-1.9,36.754,14.3291
Acitretin,326.429,5.2,1,3,1,6,,46.53,104.167,-5.83,38.5439,
Midazolam,325.767,3.89,0,2,4,1,,30.18,99.4297,-4.52,32.7008,
Tolterodine,325.488,5.39,1,2,2,7,,23.47,103.957,-4.78,39.2724,
Dapiprazole,325.451,2.78,0,4,4,4,,37.19,100.222,-2.64,38.2254,
Ifenprodil,325.445,3.98,2,3,3,5,,43.7,98.3495,-3.49,37.5243,14.0224
Bisoprolol,325.443,2.3,2,5,1,12,,59.95,92.1535,-3.66,38.4974,
Ergonovine,325.405,1.53,3,3,4,3,,68.36,95.0519,-3.01,36.5352,15.9362
Pixantrone,325.372,0.57,4,7,3,6,,123.13,95.2813,-2.82,35.0948,
Prazepam,324.804,3.68,0,2,4,3,,32.67,91.7539,-4.91,34.767,
Etonogestrel,324.457,3.19,1,2,4,1,,37.3,96.3516,-4.64,37.7718,19.1399
Bicisate,324.45,1.28,4,4,0,13,,76.66,83.0628,-3.57,34.4977,10.2566
Dorzolamide,324.44,-0.5,2,5,2,3,,106.33,72.4611,-2.67,31.5545,19.4276
Quinine,324.417,2.82,1,4,4,4,,45.59,94.6936,-2.99,35.9572,
Quinidine,324.417,2.82,1,4,4,4,,45.59,94.6936,-2.99,35.8206,
Citalopram,324.392,3.58,0,3,3,5,,36.26,94.0202,-4.74,35.3962,
Escitalopram,324.392,3.58,0,3,3,5,,36.26,94.0202,-4.74,35.2077,
Dolasetron,324.38,2.41,1,3,5,3,,62.4,89.3352,-3.09,35.022,18.2466
Oxyphenbutazone,324.374,2.79,1,3,3,5,,60.85,90.7392,-3.1,35.1445,9.28657
Ditazole,324.374,2.86,2,4,3,7,,69.73,93.0318,-3.35,35.8898,15.8741
Valaciclovir,324.336,-0.84,3,8,2,8,,146.85,80.6341,-1.96,31.9626,
Deutetrabenazine,323.466,3.23,0,4,3,4,,38.77,91.3074,-2.94,36.8337,
Cyamemazine,323.455,4.28,0,3,3,4,,30.27,99.0895,-4.05,36.4782,
Gliclazide,323.411,1.52,2,4,3,2,,78.51,83.8761,-3.23,34.2171,14.1294
Ripasudil,323.39,0.72,1,4,3,1,,62.3,82.5586,-3.03,31.2548,
Rucaparib,323.371,2.39,3,2,4,3,,56.92,92.9073,-4.45,35.1857,14.9165
Chloramphenicol,323.129,1.15,3,5,1,6,,115.38,73.2007,-2.85,28.0831,13.5878
Aprindine,322.487,5.58,0,2,3,8,,6.48,105.216,-4.62,40.0218,
Mequitazine,322.467,5.38,0,2,5,2,,6.48,99.0543,-4.91,36.2536,
Clopidogrel,321.822,3.84,0,2,3,4,,29.54,84.927,-4.43,33.186,
Famciclovir,321.332,0.13,1,6,2,9,,122.22,81.5353,-2.39,32.8255,
Lorazepam,321.158,2.98,2,3,3,1,,61.69,82.6992,-4.26,30.3348,12.4616
Niraparib,320.396,2.45,2,3,4,3,,72.94,94.9203,-4.33,36.4068,
Mycophenolic acid,320.337,2.36,2,5,2,6,,93.06,85.2334,-3.96,32.9478,9.75877
Enoxacin,320.319,-0.97,2,7,3,3,,85.77,83.9469,-2.47,31.6305,
Mitotane,320.041,6.08,0,0,2,3,,0,79.9654,-7.53,29.9348,
Chloroquine,319.872,5.28,1,3,2,8,,28.16,96.423,-4.26,37.2879,
Methylene blue,319.85,3.61,0,3,3,2,,19.37,86.9759,-4.03,33.1049,
WF10,319.821,,0,2,0,0,,40.13,9.0221,,3.91282,
Imidafenacin,319.408,2.81,1,2,3,6,,60.91,94.8564,-4.53,35.0346,
Norfloxacin,319.331,-0.47,2,6,3,3,,72.88,85.4768,-2.5,32.2577,
Dexbrompheniramine,319.239,3.63,0,2,2,5,,16.13,83.6683,-4.4,31.8382,
Brompheniramine,319.239,3.63,0,2,2,5,,16.13,83.6683,-4.4,32.0758,
Ibandronate,319.229,0.26,5,8,0,9,,138.53,71.1627,-1.38,29.5077,1.4244
Chlorpromazine,318.864,5.18,0,2,3,4,,6.48,93.7563,-4.88,35.1007,
Clotiazepam,318.821,3.58,0,2,3,2,,32.67,85.6579,-4.77,33.0124,
Fenofibric acid,318.75,3.97,1,4,2,5,,63.6,83.1933,-4.8,32.4198,
Tiludronic acid,318.608,0.62,4,6,1,4,,115.06,65.1071,-1.66,25.3701,1.78498
Glycopyrronium,318.436,-1.2,1,2,3,5,,46.53,101.081,-5.57,35.9903,
Methscopolamine,318.392,-1.49,1,3,4,5,,59.06,95.6349,-4.39,33.339,
Belinostat,318.35,1.83,3,4,2,4,,95.5,83.4789,-4.05,30.9893,9.56335
Fluvoxamine,318.335,2.89,1,4,1,10,,56.84,79.1971,-4.64,32.4422,
Pyrithione zinc,317.722,0.6,0,2,2,4,,50.92,63.969,-3.67,25.8158,
Hexocyclium,317.496,-1.13,1,2,3,4,,23.47,108.162,-5.79,38.2865,
Butenafine,317.467,5.85,0,1,3,5,,3.24,104.329,-6.62,38.409,
Nateglinide,317.429,3.82,2,4,2,6,,69.89,89.9822,-4.66,35.7601,5.98736
Tetrabenazine,317.423,3.23,0,4,3,4,,38.77,91.3074,-2.94,36.5949,
Arbutamine,317.38,2.08,5,5,2,8,,92.95,89.7808,-3.58,35.5441,10.4422
Nilutamide,317.221,1.74,1,4,2,3,,95.23,68.226,-4.88,25.876,
Sodium Tetradecyl Sulfate,316.43,3.97,0,3,0,11,,66.43,76.651,-4.6,33.2557,
Timolol,316.42,1.44,2,7,2,7,,79.74,83.92,-3.07,33.8576,
Febuxostat,316.375,3.8,1,5,2,5,,83.21,93.9288,-4.24,33.8802,
Bromazepam,316.153,2.09,1,3,3,1,,54.35,76.9851,-3.9,28.1054,
Pentaerythritol Tetranitrate,316.137,1.62,0,12,0,12,,220.2,58.5037,-3.38,22.4686,
Chlorprothixene,315.86,5.42,0,1,3,3,,3.24,104.658,-5.94,35.8514,
Clonazepam,315.711,2.76,1,4,3,2,,87.28,84.0207,-4.47,29.5854,
Efavirenz,315.675,3.89,1,2,3,3,,38.33,71.3423,-4.57,26.8115,
Triclocarban,315.58,5.1,2,1,2,2,,41.13,80.4672,-5.04,28.1853,15.9438
Rotigotine,315.48,5.01,1,2,3,6,,23.47,94.5579,-4.54,36.5615,
Mitiglinide,315.413,3.17,1,3,3,5,,57.61,88.3071,-3.65,34.9781,
Saxagliptin,315.41,0.88,2,4,5,2,,90.35,83.9913,-2.14,34.2164,
Alizapride,315.37,1.81,2,5,3,6,,83.14,89.2115,-2.8,33.9239,13.5663
Oxycodone,315.364,1.04,1,5,5,1,,59,84.0418,-1.75,32.8044,16.168
Clomipramine,314.852,5.04,0,2,3,4,,6.48,95.4104,-4.34,35.7306,
Clorazepate,314.723,2.68,2,4,3,2,,78.76,82.6761,-4.1,30.6257,12.234
Pergolide,314.488,4.17,1,1,4,4,,19.03,97.0167,-5.73,38.398,
Cannabidiol,314.469,6.1,2,2,2,6,,40.46,98.5309,-4.4,38.3481,10.5838
Progesterone,314.462,3.58,0,2,4,1,,34.14,92.7053,-4.76,37.256,19.457
Dronabinol,314.462,7.29,1,2,3,4,,29.46,96.7335,-5.08,38.9569,
Ranitidine,314.404,0.79,2,5,1,10,,86.26,95.153,-3.6,33.5752,
Sulfaphenazole,314.362,1.59,2,4,3,3,,90.01,85.2056,-3.05,31.8178,
Dantrolene,314.253,1.65,1,5,3,4,,120.73,78.8745,-3.59,29.9848,14.8892
Amoxapine,313.781,2.82,1,3,4,0,,36.86,89.8164,-3.26,32.8172,
Reboxetine,313.397,3.06,1,4,3,6,,39.72,89.4849,-4.15,34.5068,
Ethylmorphine,313.391,1.72,1,4,5,2,,41.93,89.3533,-2.57,34.1651,
Flunitrazepam,313.283,2.2,0,4,3,2,,78.49,82.5482,-4.56,29.6016,
Flubendazole,313.283,2.51,2,5,3,4,,87.57,82.7443,-3.97,31.2299,9.40559
Ethopropazine,312.472,5.75,0,2,3,5,,6.48,98.0021,-4.78,36.3402,
Norgestrel,312.453,3.25,1,2,4,1,,37.3,92.0255,-4.73,36.8307,19.2782
Tibolone,312.453,2.69,1,2,4,0,,37.3,91.7298,-4.64,36.7715,17.5949
Levonorgestrel,312.446,3.25,1,2,4,1,,37.3,92.0255,-4.73,36.7279,19.2782
Dydrogesterone,312.446,3.27,0,2,4,1,,34.14,93.8219,-4.81,36.3891,
Olanzapine,312.432,3.61,1,4,4,0,,30.87,93.8737,-3.52,35.3718,
Granisetron,312.417,2.64,1,3,4,2,,50.16,101.826,-2.86,35.57,
Praziquantel,312.406,2.42,0,2,4,1,,40.62,88.7851,-2.91,34.8399,
Oseltamivir,312.404,1.3,2,4,1,8,,90.65,84.2034,-2.66,34.6484,
Tofacitinib,312.37,1.58,1,5,3,3,,88.91,87.8,-3.02,32.6516,13.5935
Tegafur-uracil,312.257,-0.09,1,3,3,1,,58.64,44.5014,-1.16,17.5091,
Lodoxamide,311.63,0.72,4,7,1,4,,156.59,69.9002,-3.94,26.5224,1.40023
Methyl undecenoyl leucinate,311.466,4.46,1,2,0,14,,55.4,89.8628,-5.28,37.7602,
Biperiden,311.461,4.28,1,2,4,5,,23.47,97.0158,-4.86,36.7433,
Dienogest,311.425,3.37,1,3,4,1,,61.09,90.191,-3.61,35.4029,19.0716
Tolazamide,311.4,1.4,2,4,2,2,,78.51,81.3361,-3.01,32.822,14.166
Xanthinol,311.342,-1.01,2,6,2,6,,102.14,80.1051,-1.25,31.9453,15.6214
Desloratadine,310.821,3.48,1,2,4,0,,24.92,101.039,-4.9,34.3506,
Desogestrel,310.473,4.3,1,1,4,1,,20.23,95.7335,-5.01,37.5413,
Mestranol,310.43,3.89,1,2,4,1,,29.46,91.8568,-4.92,36.6951,
Gestodene,310.43,3.15,1,2,4,1,,37.3,92.9881,-4.73,35.9443,19.2316
Avobenzone,310.393,4.98,0,3,2,6,,43.37,91.7511,-5.7,34.8578,
Bifonazole,310.392,4.92,0,1,4,4,,17.82,97.9411,-5.1,35.4058,
Sulfadoxine,310.329,0.72,2,7,2,4,,116.43,77.8083,-3.02,30.0086,
Sulfadimethoxine,310.329,1.08,2,7,2,4,,116.43,77.7543,-3.05,29.5971,
Calcium threonate,310.268,-1.69,3,5,0,6,,100.82,37.1831,-0.56,11.1751,13.0252
Calcium Phosphate,310.177,,0,4,0,0,,86.25,11.2868,,4.93284,6.95163
Zinc picolinate,309.59,1.55,0,3,2,2,,53.02,41.6224,-1.4,10.9365,
Dicyclomine,309.487,5.82,0,2,2,8,,29.54,91.7827,-4.98,37.3853,
Metixene,309.468,5.51,0,1,4,2,,3.24,97.1684,-6.48,35.6727,
Methadone,309.445,4.14,0,2,2,7,,20.31,97.2689,-4.72,36.2916,
Diphenidol,309.445,4.08,1,2,3,6,,23.47,96.9184,-4.72,36.6602,
Ketotifen,309.425,3.49,0,2,4,0,,20.31,101.734,-4.59,34.6145,
